,potential,finishing,short_passing,volleys,dribbling,long_passing,ball_control,reactions,shot_power,long_shots,interceptions,positioning,vision,standing_tackle,sliding_tackle,overall_rating
210,63.0,42.0,67.0,40.0,66.0,60.0,65.0,60.0,60.0,49.0,63.0,64.0,63.0,65.0,67.0,63.0
211,70.0,71.0,62.0,62.0,68.0,58.0,70.0,68.0,64.0,60.0,55.0,65.0,59.0,37.0,40.0,67.0
212,55.0,30.0,55.0,31.0,47.0,60.0,50.0,48.0,52.0,39.0,42.0,50.0,45.0,43.0,48.0,50.0
213,78.0,66.0,55.0,67.0,70.0,57.0,66.0,66.0,65.0,56.0,51.0,56.0,59.0,34.0,25.0,68.0
214,66.0,69.0,68.0,59.0,62.0,42.0,73.0,61.0,75.0,50.0,57.0,72.0,66.0,54.0,48.0,66.0
215,72.0,39.0,65.0,39.0,35.0,54.0,51.0,64.0,63.0,47.0,76.0,30.0,38.0,73.0,65.0,72.0
216,71.0,35.0,43.0,24.0,21.0,43.0,37.0,59.0,52.0,36.0,56.0,65.0,41.0,78.0,62.0,72.0
217,67.0,66.0,65.0,60.0,57.0,33.0,62.0,65.0,76.0,64.0,39.0,67.0,61.0,33.0,24.0,67.0
218,66.0,35.0,64.0,43.0,58.0,63.0,65.0,64.0,59.0,39.0,63.0,55.0,53.0,65.0,67.0,66.0
219,71.0,61.0,63.0,60.0,64.0,63.0,62.0,58.0,62.0,63.0,31.0,59.0,62.0,28.0,29.0,63.0
220,74.0,58.0,69.0,47.0,62.0,65.0,64.0,58.0,59.0,63.0,48.0,61.0,73.0,61.0,59.0,64.0
221,67.0,52.0,65.0,63.0,63.0,60.0,62.0,68.0,77.0,67.0,73.0,63.0,64.0,66.0,56.0,67.0
222,65.0,19.0,28.0,12.0,11.0,22.0,11.0,61.0,23.0,14.0,23.0,14.0,32.0,13.0,14.0,65.0
223,78.0,50.0,76.0,58.0,70.0,71.0,72.0,72.0,67.0,60.0,74.0,64.0,66.0,77.0,70.0,74.0
224,67.0,47.0,62.0,47.0,62.0,53.0,64.0,69.0,65.0,46.0,71.0,36.0,51.0,66.0,61.0,67.0
225,88.0,86.0,84.0,83.0,84.0,78.0,84.0,81.0,82.0,84.0,82.0,83.0,87.0,55.0,21.0,84.0
226,66.0,12.0,18.0,15.0,8.0,17.0,23.0,66.0,11.0,9.0,27.0,10.0,21.0,9.0,7.0,53.0
227,72.0,67.0,73.0,64.0,70.0,65.0,74.0,64.0,62.0,59.0,55.0,55.0,73.0,55.0,56.0,67.0
228,83.0,33.0,72.0,36.0,56.0,66.0,66.0,74.0,74.0,59.0,81.0,35.0,76.0,82.0,78.0,78.0
229,68.0,18.0,22.0,15.0,13.0,15.0,20.0,67.0,19.0,18.0,22.0,11.0,31.0,10.0,10.0,67.0
230,68.0,62.0,66.0,67.0,70.0,60.0,70.0,65.0,69.0,67.0,27.0,65.0,64.0,29.0,31.0,68.0
231,70.0,36.0,65.0,46.0,42.0,57.0,58.0,61.0,58.0,50.0,70.0,46.0,57.0,72.0,70.0,70.0
232,64.0,48.0,66.0,48.0,57.0,43.0,65.0,59.0,77.0,67.0,65.0,52.0,56.0,63.0,62.0,66.0
233,77.0,74.0,69.0,61.0,72.0,63.0,65.0,62.0,67.0,62.0,62.0,67.0,62.0,52.0,34.0,70.0
234,76.0,32.0,66.0,39.0,60.0,62.0,65.0,66.0,63.0,45.0,52.0,52.0,50.0,49.0,38.0,63.0
235,66.0,61.0,57.0,68.0,65.0,46.0,66.0,67.0,76.0,66.0,21.0,60.0,45.0,25.0,28.0,66.0
236,85.0,78.0,72.0,73.0,81.0,50.0,79.0,74.0,75.0,41.0,34.0,80.0,70.0,20.0,25.0,75.0
237,65.0,29.0,49.0,39.0,49.0,43.0,45.0,49.0,48.0,36.0,40.0,48.0,47.0,39.0,44.0,49.0
238,72.0,25.0,71.0,38.0,67.0,73.0,69.0,67.0,66.0,62.0,76.0,47.0,64.0,74.0,74.0,72.0
239,67.0,28.0,58.0,49.0,47.0,39.0,57.0,67.0,60.0,41.0,66.0,23.0,59.0,75.0,62.0,72.0
240,82.0,42.0,83.0,62.0,73.0,76.0,80.0,84.0,68.0,64.0,82.0,66.0,75.0,83.0,77.0,78.0
241,86.0,73.0,86.0,68.0,81.0,83.0,84.0,85.0,86.0,80.0,81.0,81.0,85.0,83.0,81.0,86.0
242,78.0,29.0,63.0,43.0,38.0,54.0,56.0,64.0,45.0,27.0,67.0,66.0,60.0,76.0,73.0,69.0
243,69.0,65.0,72.0,69.0,76.0,68.0,77.0,69.0,79.0,78.0,58.0,68.0,72.0,25.0,21.0,69.0
244,66.0,46.0,65.0,64.0,68.0,52.0,72.0,64.0,58.0,72.0,32.0,63.0,70.0,43.0,38.0,66.0
245,74.0,23.0,56.0,27.0,35.0,47.0,48.0,66.0,63.0,27.0,64.0,22.0,37.0,77.0,73.0,70.0
246,73.0,25.0,60.0,26.0,60.0,48.0,62.0,63.0,21.0,20.0,66.0,56.0,37.0,69.0,71.0,66.0
247,67.0,64.0,67.0,55.0,66.0,63.0,68.0,70.0,68.0,67.0,34.0,60.0,64.0,27.0,22.0,67.0
248,73.0,72.0,73.0,62.0,73.0,74.0,76.0,71.0,78.0,83.0,46.0,66.0,72.0,62.0,46.0,73.0
249,82.0,66.0,69.0,73.0,78.0,67.0,71.0,78.0,78.0,78.0,40.0,72.0,78.0,47.0,51.0,73.0
250,73.0,40.0,68.0,58.0,65.0,65.0,69.0,59.0,45.0,33.0,46.0,64.0,67.0,51.0,50.0,62.0
251,85.0,44.0,70.0,57.0,65.0,62.0,69.0,79.0,72.0,68.0,84.0,50.0,55.0,83.0,83.0,79.0
252,81.0,33.0,78.0,58.0,77.0,68.0,80.0,83.0,51.0,42.0,80.0,64.0,58.0,82.0,85.0,80.0
253,90.0,90.0,83.0,87.0,81.0,47.0,79.0,89.0,73.0,72.0,83.0,87.0,78.0,31.0,28.0,84.0
254,58.0,25.0,30.0,25.0,25.0,25.0,25.0,46.0,20.0,25.0,25.0,25.0,20.0,25.0,25.0,53.0
255,74.0,60.0,77.0,65.0,75.0,71.0,75.0,71.0,65.0,69.0,68.0,72.0,72.0,71.0,71.0,74.0
256,65.0,47.0,53.0,49.0,55.0,65.0,69.0,50.0,54.0,48.0,45.0,53.0,47.0,23.0,13.0,55.0
257,69.0,13.0,23.0,11.0,14.0,33.0,21.0,68.0,21.0,14.0,25.0,15.0,22.0,14.0,15.0,69.0
258,69.0,34.0,68.0,30.0,55.0,64.0,59.0,69.0,68.0,60.0,75.0,42.0,32.0,75.0,76.0,69.0
259,78.0,75.0,60.0,53.0,74.0,47.0,68.0,69.0,73.0,64.0,24.0,70.0,56.0,25.0,21.0,71.0
260,59.0,22.0,45.0,20.0,22.0,44.0,22.0,54.0,22.0,22.0,26.0,36.0,26.0,37.0,30.0,46.0
261,77.0,54.0,61.0,66.0,57.0,58.0,68.0,58.0,51.0,51.0,47.0,49.0,65.0,21.0,16.0,57.0
262,71.0,67.0,40.0,56.0,71.0,30.0,66.0,65.0,63.0,59.0,47.0,61.0,64.0,27.0,31.0,65.0
263,64.0,56.0,60.0,51.0,65.0,55.0,60.0,51.0,61.0,65.0,35.0,56.0,40.0,38.0,35.0,61.0
264,62.0,54.0,64.0,56.0,58.0,60.0,63.0,59.0,73.0,69.0,71.0,56.0,63.0,65.0,70.0,62.0
265,74.0,27.0,73.0,51.0,62.0,67.0,64.0,72.0,63.0,59.0,74.0,58.0,56.0,76.0,76.0,74.0
266,86.0,61.0,84.0,59.0,76.0,74.0,80.0,78.0,74.0,71.0,72.0,74.0,80.0,68.0,73.0,76.0
267,62.0,56.0,43.0,39.0,51.0,41.0,56.0,57.0,54.0,44.0,37.0,40.0,49.0,38.0,38.0,51.0
268,84.0,21.0,21.0,16.0,21.0,66.0,21.0,73.0,21.0,21.0,48.0,59.0,17.0,21.0,8.0,75.0
269,67.0,44.0,70.0,42.0,60.0,70.0,66.0,68.0,77.0,74.0,62.0,56.0,68.0,59.0,59.0,67.0
270,75.0,48.0,70.0,40.0,66.0,46.0,69.0,62.0,59.0,44.0,58.0,50.0,38.0,66.0,65.0,65.0
271,79.0,44.0,71.0,58.0,57.0,72.0,64.0,72.0,88.0,66.0,83.0,39.0,59.0,83.0,77.0,79.0
272,64.0,24.0,55.0,29.0,27.0,37.0,52.0,54.0,41.0,28.0,57.0,29.0,31.0,64.0,61.0,62.0
273,75.0,22.0,22.0,9.0,22.0,64.0,22.0,66.0,22.0,22.0,55.0,11.0,53.0,22.0,9.0,71.0
274,67.0,66.0,63.0,67.0,66.0,51.0,67.0,68.0,69.0,66.0,25.0,67.0,55.0,23.0,24.0,67.0
275,76.0,70.0,59.0,67.0,61.0,41.0,63.0,64.0,66.0,63.0,25.0,64.0,54.0,25.0,25.0,66.0
276,80.0,60.0,79.0,72.0,84.0,73.0,78.0,78.0,72.0,76.0,72.0,78.0,76.0,68.0,72.0,77.0
277,75.0,65.0,78.0,57.0,69.0,76.0,74.0,68.0,60.0,73.0,61.0,67.0,78.0,58.0,50.0,72.0
278,72.0,24.0,64.0,43.0,22.0,51.0,68.0,61.0,57.0,32.0,72.0,54.0,37.0,66.0,57.0,64.0
279,82.0,83.0,75.0,81.0,81.0,64.0,80.0,79.0,78.0,75.0,28.0,83.0,77.0,38.0,36.0,80.0
280,76.0,58.0,58.0,56.0,58.0,53.0,61.0,60.0,73.0,55.0,64.0,65.0,67.0,66.0,71.0,62.0
281,68.0,48.0,68.0,39.0,58.0,61.0,62.0,53.0,58.0,44.0,32.0,47.0,56.0,55.0,51.0,56.0
282,75.0,72.0,77.0,73.0,75.0,75.0,81.0,72.0,78.0,78.0,55.0,69.0,77.0,50.0,47.0,75.0
283,73.0,69.0,56.0,73.0,73.0,49.0,72.0,68.0,75.0,63.0,31.0,70.0,65.0,34.0,44.0,70.0
284,71.0,61.0,65.0,63.0,76.0,56.0,73.0,73.0,81.0,64.0,48.0,72.0,65.0,39.0,36.0,71.0
285,84.0,72.0,78.0,69.0,88.0,70.0,84.0,78.0,75.0,53.0,51.0,76.0,75.0,55.0,65.0,82.0
286,75.0,81.0,64.0,68.0,85.0,59.0,80.0,75.0,78.0,72.0,64.0,76.0,60.0,23.0,16.0,78.0
287,78.0,44.0,77.0,42.0,72.0,71.0,77.0,71.0,70.0,58.0,76.0,63.0,72.0,77.0,74.0,74.0
288,70.0,27.0,58.0,33.0,64.0,54.0,59.0,61.0,64.0,31.0,57.0,37.0,49.0,66.0,63.0,62.0
289,79.0,81.0,66.0,75.0,74.0,48.0,75.0,82.0,84.0,68.0,51.0,82.0,69.0,58.0,56.0,79.0
290,88.0,82.0,81.0,70.0,86.0,67.0,86.0,82.0,73.0,72.0,39.0,80.0,84.0,22.0,16.0,82.0
291,78.0,70.0,78.0,64.0,75.0,82.0,82.0,77.0,81.0,82.0,68.0,70.0,77.0,74.0,69.0,77.0
292,82.0,65.0,77.0,65.0,80.0,70.0,77.0,74.0,72.0,64.0,51.0,67.0,70.0,53.0,54.0,75.0
293,72.0,25.0,56.0,23.0,62.0,48.0,63.0,62.0,36.0,28.0,62.0,48.0,45.0,61.0,62.0,60.0
294,68.0,41.0,60.0,32.0,56.0,50.0,60.0,66.0,67.0,48.0,62.0,30.0,50.0,63.0,62.0,64.0
295,75.0,56.0,74.0,59.0,66.0,63.0,73.0,68.0,64.0,62.0,65.0,69.0,62.0,53.0,47.0,67.0
296,81.0,39.0,81.0,39.0,73.0,74.0,72.0,60.0,67.0,56.0,56.0,69.0,77.0,57.0,43.0,70.0
297,76.0,65.0,57.0,57.0,70.0,32.0,64.0,51.0,57.0,51.0,25.0,65.0,52.0,25.0,25.0,64.0
298,75.0,67.0,57.0,62.0,75.0,59.0,73.0,66.0,79.0,64.0,35.0,59.0,49.0,19.0,19.0,68.0
299,67.0,46.0,67.0,52.0,63.0,61.0,67.0,68.0,56.0,60.0,65.0,57.0,54.0,69.0,68.0,67.0
300,74.0,33.0,69.0,34.0,43.0,53.0,58.0,68.0,37.0,55.0,63.0,71.0,64.0,69.0,72.0,69.0
301,75.0,83.0,64.0,82.0,57.0,33.0,68.0,78.0,82.0,67.0,25.0,82.0,55.0,36.0,21.0,75.0
302,76.0,35.0,72.0,36.0,44.0,63.0,55.0,79.0,59.0,33.0,76.0,35.0,37.0,82.0,78.0,76.0
303,64.0,63.0,49.0,56.0,59.0,42.0,63.0,50.0,72.0,64.0,30.0,67.0,55.0,33.0,24.0,64.0
304,83.0,69.0,76.0,67.0,82.0,63.0,79.0,75.0,74.0,67.0,37.0,76.0,77.0,39.0,31.0,77.0
305,74.0,49.0,70.0,29.0,63.0,63.0,65.0,64.0,51.0,31.0,65.0,53.0,40.0,60.0,55.0,63.0
306,68.0,48.0,56.0,39.0,55.0,54.0,57.0,63.0,32.0,40.0,60.0,45.0,53.0,62.0,65.0,62.0
307,78.0,21.0,33.0,20.0,22.0,28.0,29.0,62.0,21.0,22.0,47.0,42.0,68.0,42.0,76.0,51.0
308,70.0,25.0,36.0,25.0,25.0,32.0,22.0,67.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,70.0
309,68.0,49.0,55.0,37.0,46.0,51.0,50.0,52.0,53.0,60.0,47.0,69.0,34.0,61.0,72.0,58.0
310,74.0,39.0,74.0,49.0,69.0,60.0,72.0,68.0,64.0,52.0,72.0,57.0,59.0,63.0,57.0,67.0
311,58.0,38.0,58.0,36.0,43.0,52.0,56.0,55.0,67.0,41.0,55.0,42.0,26.0,53.0,46.0,58.0
312,81.0,67.0,78.0,48.0,84.0,64.0,82.0,78.0,84.0,61.0,73.0,73.0,72.0,69.0,70.0,79.0
313,70.0,66.0,68.0,68.0,71.0,46.0,70.0,75.0,72.0,67.0,44.0,73.0,73.0,34.0,33.0,70.0
314,63.0,49.0,73.0,70.0,63.0,65.0,52.0,63.0,61.0,65.0,58.0,62.0,67.0,44.0,37.0,63.0
315,89.0,64.0,80.0,34.0,58.0,76.0,78.0,80.0,86.0,81.0,87.0,88.0,78.0,89.0,81.0,83.0
316,70.0,25.0,47.0,24.0,35.0,47.0,50.0,54.0,56.0,41.0,74.0,20.0,28.0,75.0,71.0,69.0
317,71.0,69.0,65.0,68.0,59.0,51.0,62.0,58.0,73.0,69.0,41.0,66.0,61.0,18.0,12.0,65.0
318,80.0,34.0,65.0,47.0,49.0,60.0,55.0,72.0,63.0,48.0,78.0,52.0,48.0,77.0,75.0,74.0
319,77.0,51.0,74.0,61.0,66.0,70.0,75.0,65.0,78.0,68.0,65.0,71.0,69.0,63.0,67.0,70.0
320,82.0,84.0,76.0,90.0,82.0,70.0,84.0,83.0,86.0,82.0,34.0,84.0,80.0,32.0,21.0,82.0
321,78.0,34.0,68.0,55.0,55.0,64.0,61.0,70.0,47.0,34.0,60.0,66.0,67.0,76.0,77.0,69.0
322,76.0,62.0,49.0,55.0,65.0,37.0,67.0,64.0,65.0,56.0,41.0,57.0,44.0,22.0,25.0,64.0
323,69.0,32.0,49.0,29.0,64.0,46.0,58.0,55.0,35.0,29.0,57.0,48.0,40.0,64.0,63.0,60.0
324,73.0,43.0,71.0,40.0,45.0,65.0,58.0,71.0,76.0,44.0,77.0,40.0,71.0,81.0,63.0,73.0
325,74.0,28.0,49.0,29.0,34.0,56.0,53.0,53.0,63.0,22.0,78.0,41.0,46.0,81.0,67.0,72.0
326,69.0,52.0,71.0,49.0,68.0,59.0,67.0,42.0,58.0,44.0,45.0,64.0,56.0,49.0,42.0,64.0
327,72.0,65.0,70.0,56.0,66.0,63.0,72.0,73.0,63.0,59.0,68.0,67.0,74.0,67.0,64.0,69.0
328,75.0,35.0,65.0,50.0,70.0,60.0,77.0,58.0,79.0,70.0,65.0,62.0,59.0,68.0,69.0,66.0
329,60.0,24.0,41.0,20.0,44.0,59.0,37.0,56.0,29.0,33.0,47.0,29.0,28.0,49.0,57.0,52.0
330,77.0,71.0,72.0,75.0,61.0,75.0,79.0,68.0,62.0,51.0,75.0,77.0,82.0,60.0,62.0,72.0
331,77.0,69.0,70.0,69.0,73.0,71.0,74.0,75.0,77.0,76.0,62.0,70.0,74.0,34.0,35.0,72.0
332,81.0,49.0,75.0,59.0,79.0,60.0,81.0,71.0,65.0,60.0,53.0,69.0,70.0,40.0,35.0,72.0
333,61.0,23.0,26.0,28.0,34.0,34.0,33.0,50.0,38.0,21.0,49.0,24.0,32.0,58.0,60.0,57.0
334,72.0,12.0,35.0,10.0,10.0,37.0,31.0,70.0,39.0,15.0,21.0,15.0,27.0,13.0,12.0,68.0
335,64.0,43.0,55.0,33.0,28.0,41.0,36.0,58.0,50.0,59.0,63.0,54.0,65.0,64.0,69.0,57.0
336,74.0,34.0,63.0,43.0,52.0,65.0,65.0,74.0,62.0,51.0,61.0,66.0,52.0,72.0,75.0,70.0
337,62.0,48.0,62.0,45.0,61.0,55.0,57.0,52.0,59.0,45.0,48.0,65.0,54.0,46.0,49.0,61.0
338,71.0,68.0,71.0,71.0,71.0,62.0,72.0,60.0,64.0,67.0,47.0,66.0,66.0,42.0,36.0,68.0
339,85.0,60.0,81.0,73.0,73.0,78.0,80.0,84.0,78.0,74.0,85.0,85.0,82.0,82.0,82.0,81.0
340,81.0,52.0,58.0,30.0,70.0,54.0,62.0,55.0,59.0,60.0,20.0,58.0,60.0,17.0,15.0,64.0
341,73.0,38.0,67.0,61.0,64.0,70.0,68.0,68.0,65.0,62.0,60.0,58.0,70.0,64.0,64.0,67.0
342,65.0,53.0,57.0,33.0,44.0,44.0,56.0,64.0,51.0,66.0,56.0,54.0,46.0,62.0,65.0,60.0
343,71.0,76.0,62.0,64.0,62.0,53.0,67.0,68.0,72.0,67.0,44.0,76.0,65.0,28.0,22.0,71.0
344,76.0,79.0,62.0,77.0,66.0,66.0,73.0,77.0,78.0,79.0,79.0,78.0,67.0,68.0,44.0,76.0
345,62.0,53.0,62.0,47.0,62.0,52.0,58.0,56.0,59.0,44.0,26.0,58.0,59.0,22.0,16.0,60.0
346,64.0,62.0,65.0,65.0,69.0,61.0,69.0,61.0,70.0,66.0,55.0,63.0,68.0,53.0,46.0,64.0
347,74.0,22.0,22.0,10.0,22.0,59.0,28.0,55.0,29.0,22.0,50.0,20.0,40.0,22.0,9.0,69.0
348,79.0,10.0,23.0,16.0,12.0,22.0,16.0,79.0,28.0,17.0,21.0,18.0,34.0,18.0,19.0,79.0
349,69.0,65.0,66.0,58.0,72.0,62.0,73.0,68.0,64.0,71.0,66.0,64.0,58.0,58.0,48.0,67.0
350,72.0,35.0,62.0,32.0,64.0,57.0,66.0,62.0,60.0,46.0,64.0,34.0,72.0,68.0,66.0,67.0
351,74.0,31.0,56.0,44.0,42.0,56.0,56.0,70.0,60.0,46.0,51.0,35.0,51.0,66.0,58.0,68.0
352,69.0,54.0,70.0,56.0,67.0,63.0,69.0,65.0,72.0,60.0,68.0,60.0,64.0,70.0,70.0,69.0
353,87.0,71.0,88.0,75.0,86.0,86.0,92.0,88.0,72.0,82.0,73.0,79.0,89.0,75.0,73.0,87.0
354,72.0,31.0,65.0,27.0,54.0,62.0,65.0,69.0,55.0,34.0,72.0,37.0,54.0,70.0,66.0,69.0
355,62.0,62.0,58.0,43.0,60.0,49.0,59.0,55.0,45.0,49.0,21.0,59.0,57.0,22.0,23.0,58.0
356,79.0,57.0,75.0,59.0,75.0,71.0,77.0,63.0,66.0,73.0,37.0,61.0,69.0,36.0,40.0,71.0
357,60.0,56.0,61.0,58.0,61.0,56.0,58.0,63.0,61.0,53.0,61.0,60.0,65.0,57.0,54.0,60.0
358,84.0,31.0,68.0,39.0,39.0,65.0,65.0,69.0,67.0,46.0,70.0,34.0,60.0,80.0,72.0,76.0
359,65.0,32.0,54.0,34.0,44.0,52.0,56.0,59.0,56.0,22.0,67.0,26.0,50.0,57.0,58.0,64.0
360,71.0,21.0,56.0,25.0,42.0,46.0,52.0,56.0,51.0,25.0,64.0,24.0,30.0,68.0,68.0,68.0
361,76.0,67.0,74.0,63.0,81.0,71.0,81.0,82.0,65.0,65.0,62.0,77.0,75.0,60.0,49.0,74.0
362,87.0,38.0,69.0,44.0,60.0,56.0,70.0,81.0,62.0,44.0,71.0,76.0,57.0,83.0,83.0,83.0
363,75.0,69.0,77.0,66.0,71.0,74.0,73.0,70.0,71.0,72.0,51.0,73.0,75.0,58.0,45.0,71.0
364,76.0,70.0,77.0,79.0,74.0,76.0,75.0,77.0,83.0,80.0,72.0,73.0,77.0,67.0,63.0,76.0
365,68.0,35.0,57.0,27.0,40.0,61.0,42.0,61.0,48.0,43.0,70.0,34.0,44.0,69.0,65.0,68.0
366,68.0,22.0,58.0,34.0,28.0,52.0,49.0,56.0,47.0,26.0,58.0,30.0,31.0,63.0,61.0,60.0
367,66.0,23.0,65.0,27.0,55.0,55.0,57.0,60.0,57.0,35.0,64.0,54.0,43.0,65.0,63.0,64.0
368,68.0,34.0,46.0,35.0,31.0,55.0,53.0,60.0,29.0,32.0,46.0,49.0,52.0,65.0,70.0,65.0
369,65.0,39.0,73.0,47.0,62.0,67.0,66.0,63.0,57.0,49.0,71.0,49.0,62.0,68.0,62.0,65.0
370,59.0,16.0,35.0,13.0,13.0,34.0,13.0,66.0,13.0,16.0,18.0,12.0,21.0,14.0,14.0,59.0
371,79.0,25.0,34.0,25.0,25.0,31.0,21.0,68.0,42.0,25.0,21.0,25.0,25.0,25.0,25.0,71.0
372,68.0,25.0,25.0,25.0,25.0,28.0,23.0,70.0,25.0,25.0,23.0,25.0,25.0,25.0,25.0,68.0
373,80.0,14.0,30.0,23.0,12.0,24.0,20.0,72.0,24.0,13.0,20.0,12.0,58.0,15.0,11.0,80.0
374,75.0,37.0,81.0,42.0,68.0,67.0,70.0,70.0,57.0,43.0,65.0,72.0,76.0,76.0,78.0,71.0
375,77.0,64.0,67.0,61.0,66.0,58.0,68.0,57.0,73.0,64.0,61.0,69.0,58.0,21.0,27.0,68.0
376,70.0,44.0,70.0,60.0,70.0,66.0,72.0,70.0,75.0,70.0,68.0,50.0,50.0,72.0,71.0,70.0
377,76.0,38.0,66.0,57.0,58.0,65.0,64.0,63.0,66.0,48.0,77.0,48.0,61.0,82.0,73.0,70.0
378,78.0,27.0,55.0,39.0,41.0,61.0,55.0,71.0,57.0,40.0,76.0,23.0,44.0,76.0,65.0,70.0
379,69.0,44.0,59.0,47.0,59.0,57.0,54.0,54.0,56.0,50.0,50.0,51.0,44.0,53.0,58.0,57.0
380,74.0,71.0,64.0,59.0,65.0,50.0,65.0,64.0,73.0,69.0,17.0,68.0,56.0,22.0,11.0,67.0
381,72.0,35.0,50.0,38.0,40.0,45.0,50.0,60.0,52.0,24.0,60.0,28.0,48.0,65.0,60.0,64.0
382,77.0,53.0,68.0,53.0,64.0,58.0,65.0,64.0,70.0,61.0,70.0,64.0,45.0,69.0,63.0,68.0
383,81.0,68.0,68.0,60.0,76.0,64.0,72.0,67.0,73.0,66.0,61.0,66.0,60.0,71.0,64.0,69.0
384,61.0,64.0,44.0,57.0,56.0,32.0,58.0,61.0,62.0,47.0,22.0,65.0,52.0,25.0,25.0,61.0
385,65.0,43.0,58.0,41.0,57.0,55.0,57.0,48.0,68.0,57.0,52.0,70.0,37.0,51.0,41.0,57.0
386,64.0,52.0,62.0,56.0,57.0,60.0,62.0,60.0,70.0,62.0,61.0,58.0,57.0,58.0,59.0,62.0
387,71.0,14.0,10.0,14.0,14.0,13.0,13.0,44.0,10.0,12.0,14.0,15.0,16.0,11.0,11.0,63.0
388,71.0,72.0,59.0,68.0,73.0,49.0,71.0,69.0,75.0,72.0,43.0,66.0,59.0,19.0,21.0,69.0
389,84.0,32.0,66.0,32.0,55.0,69.0,63.0,70.0,59.0,30.0,68.0,40.0,42.0,76.0,67.0,73.0
390,79.0,68.0,75.0,68.0,75.0,73.0,75.0,70.0,75.0,75.0,65.0,64.0,69.0,62.0,51.0,71.0
391,66.0,61.0,63.0,70.0,67.0,67.0,63.0,71.0,49.0,57.0,49.0,68.0,72.0,52.0,37.0,64.0
392,78.0,69.0,78.0,72.0,78.0,70.0,82.0,74.0,80.0,80.0,46.0,76.0,74.0,56.0,48.0,75.0
393,70.0,61.0,64.0,48.0,65.0,59.0,66.0,71.0,65.0,62.0,55.0,64.0,61.0,43.0,21.0,62.0
394,75.0,73.0,64.0,61.0,70.0,43.0,68.0,65.0,58.0,57.0,25.0,71.0,61.0,25.0,25.0,67.0
395,73.0,52.0,68.0,66.0,68.0,64.0,70.0,63.0,66.0,63.0,66.0,63.0,75.0,66.0,77.0,70.0
396,84.0,21.0,32.0,8.0,21.0,48.0,25.0,63.0,26.0,21.0,58.0,68.0,50.0,34.0,8.0,74.0
397,71.0,67.0,67.0,66.0,68.0,59.0,72.0,72.0,67.0,63.0,33.0,69.0,71.0,43.0,39.0,69.0
398,71.0,61.0,71.0,54.0,64.0,64.0,69.0,72.0,69.0,53.0,69.0,63.0,64.0,74.0,67.0,71.0
399,74.0,67.0,66.0,64.0,72.0,63.0,68.0,64.0,68.0,66.0,46.0,67.0,61.0,48.0,46.0,67.0
400,81.0,78.0,71.0,69.0,81.0,63.0,78.0,82.0,63.0,73.0,34.0,84.0,73.0,25.0,25.0,76.0
401,67.0,63.0,66.0,64.0,67.0,64.0,70.0,72.0,66.0,64.0,60.0,66.0,67.0,59.0,55.0,67.0
402,63.0,22.0,51.0,36.0,24.0,23.0,51.0,36.0,31.0,31.0,48.0,43.0,55.0,53.0,65.0,52.0
403,74.0,16.0,66.0,17.0,57.0,62.0,58.0,60.0,53.0,11.0,66.0,22.0,54.0,65.0,66.0,68.0
404,67.0,34.0,57.0,25.0,31.0,53.0,55.0,64.0,37.0,27.0,72.0,41.0,45.0,65.0,63.0,67.0
405,76.0,81.0,65.0,71.0,64.0,71.0,76.0,76.0,85.0,73.0,31.0,79.0,76.0,25.0,25.0,76.0
406,78.0,21.0,55.0,30.0,45.0,56.0,64.0,72.0,47.0,25.0,75.0,44.0,51.0,72.0,79.0,74.0
407,69.0,48.0,67.0,30.0,59.0,56.0,63.0,58.0,51.0,31.0,63.0,52.0,57.0,69.0,67.0,69.0
408,73.0,50.0,66.0,53.0,62.0,67.0,61.0,67.0,68.0,67.0,67.0,44.0,60.0,68.0,65.0,68.0
409,76.0,35.0,78.0,65.0,66.0,76.0,76.0,73.0,69.0,69.0,76.0,72.0,73.0,81.0,77.0,76.0
410,78.0,68.0,70.0,64.0,78.0,55.0,74.0,74.0,65.0,69.0,38.0,72.0,72.0,38.0,37.0,74.0
411,78.0,64.0,68.0,72.0,78.0,64.0,75.0,75.0,81.0,76.0,42.0,71.0,67.0,46.0,44.0,74.0
412,65.0,56.0,66.0,61.0,68.0,65.0,69.0,61.0,60.0,63.0,38.0,58.0,64.0,18.0,22.0,64.0
413,73.0,25.0,33.0,25.0,25.0,31.0,25.0,68.0,40.0,25.0,25.0,25.0,25.0,25.0,25.0,73.0
414,69.0,39.0,69.0,41.0,57.0,61.0,57.0,61.0,61.0,42.0,52.0,38.0,58.0,63.0,64.0,58.0
415,69.0,12.0,23.0,13.0,11.0,22.0,25.0,63.0,17.0,12.0,24.0,15.0,34.0,11.0,12.0,69.0
416,81.0,21.0,71.0,36.0,50.0,46.0,67.0,69.0,64.0,45.0,80.0,81.0,73.0,74.0,73.0,71.0
417,75.0,63.0,69.0,75.0,73.0,64.0,72.0,66.0,72.0,44.0,28.0,55.0,64.0,45.0,45.0,68.0
418,67.0,43.0,53.0,46.0,52.0,47.0,54.0,45.0,50.0,49.0,31.0,48.0,47.0,37.0,32.0,52.0
419,65.0,25.0,34.0,26.0,50.0,32.0,47.0,52.0,26.0,30.0,58.0,36.0,26.0,54.0,58.0,54.0
